sseqid,sstart,send,sense,attribute
LinJ.23,101315,102181,+,product=pteridine reductase 1
LinJ.23,103210,106518,+,product=Zinc finger - C3HC4 type (RING finger) containing protein - putative
LinJ.23,107487,108482,+,product=Checkpoint protein HUS1
LinJ.23,110019,110702,+,product=tryptophanyl-tRNA synthetase - putative
LinJ.23,112107,116042,+,product=hypothetical protein - conserved
LinJ.23,117478,118299,+,product=hypothetical protein - conserved
LinJ.23,119284,119946,+,product=hypothetical protein - conserved
LinJ.23,120756,121082,+,product=(H+)-ATPase G subunit - putative
LinJ.23,124197,125081,+,product=hypothetical protein - conserved
LinJ.23,126074,127174,+,product=hypothetical protein - conserved
LinJ.23,130321,131379,+,product=NADP-dependent alcohol dehydrogenase - putative
LinJ.23,134788,135144,+,product=cytochrome c oxidase subunit 10 - putative
LinJ.23,138134,141874,+,product=ATP-binding cassette protein subfamily G - member 5
LinJ.23,143488,149439,+,product=hypothetical protein - conserved
LinJ.23,151272,155591,+,product=hypothetical protein - unknown function
LinJ.23,155984,156448,+,product=hypothetical protein - conserved
LinJ.23,158070,159296,+,product=aldose 1-epimerase-like protein
LinJ.23,161560,162513,+,product=hypothetical protein - conserved
LinJ.23,165448,168762,+,product=permease-like protein
LinJ.23,173192,174169,+,product=trypanothione synthetase - putative
LinJ.23,174862,175911,+,product=hypothetical protein - conserved
LinJ.23,176860,181113,+,product=hypothetical protein - conserved
LinJ.23,181707,182378,+,product=hypothetical protein
LinJ.23,183954,184970,+,product=SNF1-related protein kinase regulatory subunit beta - putative
LinJ.23,185960,186814,+,product=hypothetical protein - conserved
LinJ.23,187499,187795,+,product=hypothetical protein - conserved
LinJ.23,189444,190508,+,product=SET domain containing protein - putative
LinJ.23,192168,193025,+,product=ribosomal RNA methyltransferase-like protein
LinJ.23,194758,196875,+,product=acetyl-CoA synthetase - putative
LinJ.23,198415,199338,+,product=EF-hand domain containing protein - putative
LinJ.23,200241,203447,+,product=5'-3' exoribonuclease C - putative
LinJ.23,206488,209136,+,product=hypothetical protein - conserved
LinJ.23,211180,212577,+,product=oxidoreductase-like protein
LinJ.23,214359,215462,+,product=oxidoreductase-like protein
LinJ.23,216753,217787,+,product=hypothetical protein - conserved
LinJ.23,218550,220388,+,product=hypothetical protein - conserved
LinJ.23,220910,222715,+,product=poly(A)-specific ribonuclease PARN - putative
LinJ.23,225926,235957,-,product=Galactose oxidase - central domain containing protein - putative
LinJ.23,239266,239739,-,product=Putative tRNA binding domain containing protein - putative
LinJ.23,240304,241446,-,product=metallo-beta-lactamase family protein-like protein
LinJ.23,244590,245300,-,product=PAP2 superfamily - putative
LinJ.23,248848,251982,-,product=ubiquitin-activating enzyme E1 - putative
LinJ.23,256300,258270,-,product=kinesin - putative
LinJ.23,260625,263843,-,product=MYCBP-associated protein family - putative
LinJ.23,265022,268228,-,product=hypothetical protein - conserved
LinJ.23,270149,271381,-,product=hypothetical protein - conserved
LinJ.23,274577,275362,-,product=hypothetical protein - conserved
LinJ.23,279693,280535,-,product=hypothetical protein - conserved
LinJ.23,283367,285409,-,product=WD domain - G-beta repeat/BING4CT (NUC141) domain containing protein - putative
LinJ.23,290758,291708,-,product=hypothetical protein
LinJ.23,298753,302352,-,product=Exocyst complex component Sec10 - putative
LinJ.23,305857,307527,-,product=hypothetical protein - conserved
LinJ.23,309024,309677,-,product=spliceosomal U5 snRNP-specific protein - putative
LinJ.23,311705,314362,-,product=hypothetical protein - conserved
LinJ.23,315982,317106,-,product=oxidoreductase-like protein
LinJ.23,319309,320910,-,product=mitochondrial DNA primase - putative
LinJ.23,324965,326290,-,product=3-ketoacyl-CoA thiolase - putative
LinJ.23,327609,327950,-,product=Cytochrome C oxidase copper chaperone (COX17) - putative
LinJ.23,331833,333920,-,product=acetyl-CoA synthetase - putative
LinJ.23,341656,343419,-,product=RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain)/RNA recognition motif (a.k.a. RRM - RBD - or RNP domain) - putative
LinJ.23,355456,357255,-,product=RNA-binding protein - putative
LinJ.23,362481,364055,-,product=50S ribosome-binding GTPase/Dynamin family - putative
LinJ.23,367028,369919,-,product=hypothetical protein
LinJ.23,371996,373042,-,product=mitochondrial RNA binding protein - putative
LinJ.23,375517,379746,-,product=hypothetical protein - conserved
LinJ.23,384357,387155,-,product=Putative serine esterase (DUF676) - putative
LinJ.23,388916,391489,-,product=SET domain containing protein - putative
LinJ.23,392174,393304,-,product=hypothetical protein - conserved
LinJ.23,394736,396295,-,product=actin interacting protein-like protein
LinJ.23,397215,398582,-,product=SET domain containing protein - putative
LinJ.23,400300,404802,-,product=Na/H antiporter-like protein
LinJ.23,407687,408946,-,product=hypothetical protein
LinJ.23,415869,416153,-,product=hypothetical protein
LinJ.23,416288,417871,-,product=hypothetical protein - conserved
LinJ.23,418828,419517,-,product=hypothetical protein
LinJ.23,419609,420136,-,product=hypothetical protein
LinJ.23,420410,420694,-,product=hypothetical protein
LinJ.23,422941,425271,-,product=hypothetical protein - conserved
LinJ.23,426403,427425,-,product=alcohol dehydrogenase - zinc-containing-like protein
LinJ.23,429693,431333,-,product=sucrose hydrolase-like protein
LinJ.23,449283,450941,-,product=sucrose hydrolase-like protein
LinJ.23,454182,455723,-,product=sucrose hydrolase-like protein
LinJ.23,456591,457934,-,product=Putative S-adenosyl-L-methionine-dependent methyltransferase - putative
LinJ.23,458907,467531,-,product=hypothetical protein - conserved
LinJ.23,470717,472063,-,product=hypothetical protein
LinJ.23,472987,473460,-,product=hypothetical protein - conserved
LinJ.23,474264,475961,-,product=cytosolic leucyl aminopeptidase
LinJ.23,477466,479541,-,product=Chitobiase/beta-hexosaminidase C-terminal domain containing protein - putative
LinJ.23,481859,483025,-,product=hypothetical protein - conserved
LinJ.23,485406,486326,-,product=hypothetical protein - conserved
LinJ.23,488042,490291,-,product=hypothetical protein - conserved
LinJ.23,492675,493373,-,product=hypothetical protein - conserved
LinJ.23,496657,499977,-,product=hypothetical protein - conserved
LinJ.23,505717,506112,-,product=hypothetical protein - conserved
LinJ.23,508832,509074,-,product=hydrophilic acylated surface protein a
LinJ.23,510745,510918,-,product=small hydrophilic endoplasmic reticulum-associated protein (sherp)
LinJ.23,512504,513247,-,product=hydrophilic acylated surface protein b
LinJ.23,514920,515093,-,product=small hydrophilic endoplasmic reticulum-associated protein (sherp)
LinJ.23,516679,516921,-,product=hydrophilic acylated surface protein a
LinJ.23,518261,519934,-,product=hypothetical protein - conserved
LinJ.23,521211,523289,-,product=hypothetical protein - conserved
LinJ.23,523949,525298,-,product=5-formyltetrahydrofolate cyclo-ligase family - putative
LinJ.23,526024,527079,-,product=Scavenger mRNA decapping enzyme C-term binding/HIT domain containing protein - putative
LinJ.23,527867,529228,-,product=hypothetical protein - conserved
LinJ.23,530136,532154,-,product=Probable methyltransferase BTM2 homolog
LinJ.23,533636,535099,-,product=hypothetical protein - conserved
LinJ.23,542249,544621,-,product=hypothetical protein - conserved
LinJ.23,546235,548301,-,product=hypothetical protein - conserved
LinJ.23,549751,551730,-,product=hypothetical protein - conserved
LinJ.23,553589,554920,-,product=hypothetical protein - conserved
LinJ.23,556570,560619,-,product=hypothetical protein - conserved
LinJ.23,562994,564838,-,product=hypothetical protein - conserved
LinJ.23,565281,566681,-,product=hypothetical protein - conserved
LinJ.23,572032,572403,+,product=hypothetical protein - conserved
LinJ.23,572685,574217,+,product=coronin - putative
LinJ.23,575429,576484,+,product=hypothetical protein - conserved
LinJ.23,576888,577253,+,product=Uncharacterised protein family UPF0546/EamA-like transporter family - putative
LinJ.23,577879,579477,+,product=membrane-bound acid phosphatase 2
LinJ.23,581367,582836,+,product=S-adenosyl-methyltransferase mraW-like protein
LinJ.23,583868,584830,+,product=sir2-family protein-like protein
LinJ.23,586226,587881,+,product=T-complex protein 1 - gamma subunit - putative
LinJ.23,590143,590376,+,product=hypothetical protein - conserved
LinJ.23,591546,593696,+,product=hypothetical protein - conserved
LinJ.23,595040,599125,+,product=Protein of unknown function (DUF3250) - putative
LinJ.23,599889,600917,+,product=hypothetical protein
LinJ.23,602440,607017,+,product=Rapamycin-insensitive companion of mTOR - N-term/Rapamycin-insensitive companion of mTOR - middle domain/Rapamycin-insensitive companion of mTOR RasGEF N domain containing protein - putative
LinJ.23,607879,608688,+,product=hypothetical protein - conserved
LinJ.23,609660,610796,+,product=hypothetical protein - conserved
LinJ.23,611966,612886,+,product=hypothetical protein
LinJ.23,615210,618257,+,product=XPG N-terminal domain/XPG I-region - putative
LinJ.23,620945,624850,+,product=hypothetical protein - conserved
LinJ.23,628604,630673,+,product=hypothetical protein - conserved
LinJ.23,632931,633839,+,product=lathosterol oxidase-like protein
LinJ.23,636927,651200,+,product=dynein heavy chain - putative
LinJ.23,652649,653218,+,product=YceI-like domain containing protein - putative
LinJ.23,654409,663666,+,product=DNA polymerase zeta catalytic subunit - putative
LinJ.23,664266,666602,+,product=hypothetical protein - conserved
LinJ.23,667483,669612,+,product=Elongator-like Protein 3b - putative
LinJ.23,670716,671963,+,product=hypothetical protein - conserved
LinJ.23,674621,675820,+,product=mitochondrial carrier protein-like protein
LinJ.23,680154,685760,+,product=DNA polymerase theta (helicase domain only) - putative
LinJ.23,686564,687061,+,product=hypothetical protein - conserved
LinJ.23,687700,688341,+,product=Ran-binding protein - putative
LinJ.23,692174,692917,+,product=2Fe-2S iron-sulfur cluster binding domain containing protein - putative
LinJ.23,695209,696174,+,product=palmitoyl acyltransferase 12 - putative
LinJ.23,697252,698604,+,product=DHHC zinc finger domain-like protein
LinJ.23,700731,702638,+,product=DHHC palmitoyltransferase - putative
LinJ.23,704166,709340,+,product=Inositol hexakisphosphate - putative
LinJ.23,710930,711787,+,product=hypothetical protein - conserved
LinJ.23,712899,713618,+,product=hypothetical protein - conserved
LinJ.23,714627,716600,+,product=Meckel syndrome type 1 protein - putative
LinJ.23,717393,717785,+,product=hypothetical protein - conserved
LinJ.23,718485,718901,+,product=hypothetical protein - conserved
LinJ.23,720308,721504,+,product=RING-H2 zinc finger/Ring finger domain/Zinc finger - C3HC4 type (RING finger) containing protein - putative
LinJ.23,722288,723040,+,product=Qb-SNARE protein - putative
LinJ.23,724222,725070,+,product=Qb-SNARE protein - putative
LinJ.23,726389,728947,+,product=hypothetical protein - conserved
LinJ.23,730480,731337,+,product=exosome component CSL4 - putative
LinJ.23,739760,741232,+,product=Tumour suppressor - Mitostatin - putative
LinJ.23,743190,743615,+,product=hypothetical protein
LinJ.23,745403,746974,+,product=GAF domain/TIP41-like family - putative
LinJ.23,748036,748698,+,product=hypothetical protein - conserved
LinJ.23,749411,750148,+,product=alanine racemase - putative
LinJ.23,751619,752536,+,product=Leucine Rich repeat/Leucine Rich Repeat - putative
LinJ.23,755273,756679,+,product=hypothetical protein - conserved
LinJ.23,757619,759946,+,product=vacuolar proton translocating ATPase subunit A - putative
LinJ.23,760971,762272,+,product=protoheme IX farnesyltransferase - putative
LinJ.23,765531,767486,+,product=hypothetical protein - conserved
LinJ.23,768456,771353,+,product=hypothetical protein - conserved
LinJ.23,772279,774663,+,product=hypothetical protein - conserved
LinJ.23,778469,779488,+,product=hypothetical protein - conserved
LinJ.23,780593,783370,+,product=neutral sphingomyelinase activation associated factor-like protein
LinJ.23,784582,785049,+,product=Nucleoside 2-deoxyribosyltransferase - putative
LinJ.24,4053,5408,+,product=pyruvate dehydrogenase (lipoamide) kinase - putative
LinJ.24,6086,7537,+,product=clathrin coat assembly protein - putative
LinJ.24,8003,8503,+,product=hypothetical protein - conserved
LinJ.24,8911,9411,+,product=Ribosomal protein L22p/L17e - putative
LinJ.24,9866,11266,+,product=hypothetical protein - conserved
LinJ.24,11878,13080,+,product=hypothetical protein - conserved
LinJ.24,14012,15331,+,product=hypothetical protein - conserved
LinJ.24,16135,17571,+,product=Zinc finger - C3HC4 type (RING finger)/Ring finger domain containing protein - putative
LinJ.24,18138,18806,+,product=hypothetical protein - conserved
LinJ.24,19648,20487,+,product=Calmodulin-binding - putative
LinJ.24,21409,22725,+,product=Poly A polymerase regulatory subunit - putative
LinJ.24,23529,25196,+,product=guanine nucleotide-binding beta subunit-like protein
LinJ.24,27122,28306,+,product=ankyrin/TPR repeat protein
LinJ.24,29214,29876,+,product=glycosomal membrane like protein
LinJ.24,31620,32489,+,product=hypothetical protein - conserved
LinJ.24,33397,34122,+,product=Phosducin - putative
LinJ.24,34952,36559,+,product=ATPase domain protein - putative
LinJ.24,37638,40079,+,product=hypothetical protein - conserved
LinJ.24,42963,43670,+,product=transcription elongation factor-like protein
LinJ.24,44771,45772,+,product=transcription elongation factor - putative
LinJ.24,46756,47778,+,product=hypothetical protein - conserved
LinJ.24,49895,51526,+,product=protein kinase - putative
LinJ.24,52551,53954,+,product=WD repeat protein
LinJ.24,54995,56812,+,product=ATP-dependent DEAD/H RNA helicase - putative
LinJ.24,57976,67491,+,product=hypothetical protein - conserved
LinJ.24,68462,72673,+,product=protein phosphotase - putative
LinJ.24,73528,75588,+,product=Dynein intermediate chain 1 - axonemal
LinJ.24,80181,80897,+,product=NLI interacting factor-like phosphatase - putative
LinJ.24,83108,88492,+,product=hypothetical protein - conserved
LinJ.24,89476,90435,+,product=hypothetical protein - conserved
LinJ.24,94425,96074,+,product=fumarate hydratase - putative
LinJ.24,98335,101460,+,product=Mitochondrial small ribosomal subunit Rsm22 - putative
LinJ.24,102364,105297,+,product=ethanolamine phosphotransferase - putative
LinJ.24,106229,107020,+,product=hypothetical protein - conserved
LinJ.24,110268,111674,+,product=UDP-galactose transporter - putative
LinJ.24,117784,119139,+,product=UDP-galactose transporter - putative
LinJ.24,123952,125247,+,product=aspartate aminotransferase - putative
LinJ.24,127493,130570,+,product=ppg3-related protein-like protein
LinJ.24,132947,134824,+,product=hypothetical protein - conserved
LinJ.24,136156,138144,+,product=TPR repeat - putative
LinJ.24,140390,142660,+,product=hypothetical protein - conserved
LinJ.24,143656,144579,+,product=ubiquitin carboxyl-terminal hydrolase - putative
LinJ.24,145752,149747,+,product=hypothetical protein - conserved
LinJ.24,151870,155997,+,product=Protein of unknown function (DUF3184) - putative
LinJ.24,156989,157357,+,product=hypothetical protein - conserved
LinJ.24,159062,163183,+,product=Protein of unknown function (DUF3184) - putative
LinJ.24,166647,167210,+,product=ubiquitin-activating enzyme - putative
LinJ.24,168213,169478,+,product=hypothetical protein - conserved
LinJ.24,174198,177788,+,product=Kelch motif/Galactose oxidase - central domain containing protein - putative
LinJ.24,179351,184711,+,product=Leucine rich repeat/Leucine Rich repeats (2 copies)/Leucine Rich Repeat - putative
LinJ.24,185626,186342,+,product=hypothetical protein - conserved
LinJ.24,187028,189361,+,product=hypothetical protein - conserved
LinJ.24,190496,192880,+,product=DNAJ domain protein - putative
LinJ.24,194889,195572,+,product=hypothetical protein - conserved
LinJ.24,196953,198341,+,product=Methyltransferase domain/Methyltransferase TRM13 - putative
LinJ.24,199433,200971,+,product=Methyltransferase domain/Methyltransferase TRM13 - putative
LinJ.24,201846,202238,+,product=hypothetical protein - conserved
LinJ.24,203057,203335,+,product=hypothetical protein - conserved
LinJ.24,204557,205645,+,product=hypothetical protein - conserved
LinJ.24,206565,208628,+,product=hypothetical protein - conserved
LinJ.24,211300,211797,+,product=hypothetical protein
LinJ.24,212612,217939,+,product=Ribosome 60S biogenesis N-terminal - putative
LinJ.24,219314,222622,+,product=hypothetical protein
LinJ.24,223471,225903,+,product=ubiquitin carboxyl-terminal hydrolase - putative
LinJ.24,227172,227492,+,product=ATPase subunit 9 - putative
LinJ.24,229323,231056,+,product=Kinesin-13 3 - putative
LinJ.24,233346,236249,+,product=PPPDE putative peptidase domain containing protein - putative
LinJ.24,237303,239591,+,product=hypothetical protein - conserved
LinJ.24,240510,243989,+,product=protein kinase - putative
LinJ.24,246278,247921,+,product=myo-inositol/proton symporter (MIT)
LinJ.24,251779,252237,+,product=hypothetical protein - conserved
LinJ.24,253044,256013,+,product=hypothetical protein - conserved
LinJ.24,257055,258371,+,product=Protein of unknown function (DUF523) - putative
LinJ.24,258992,259249,+,product=mitochondrial translocase subunit - putative
LinJ.24,260262,261821,+,product=signal recognition particle - putative
LinJ.24,263478,266717,+,product=hypothetical protein - conserved
LinJ.24,267913,268890,+,product=hypothetical protein - conserved
LinJ.24,271113,274493,+,product=DNA repair and recombination protein RAD54 - putative
LinJ.24,275621,277336,+,product=malic enzyme - putative
LinJ.24,280706,282427,+,product=malic enzyme - putative
LinJ.24,285003,285935,+,product=hypothetical protein - conserved
LinJ.24,286456,288204,+,product=hypothetical protein - conserved
LinJ.24,288978,290777,+,product=hypothetical protein - conserved
LinJ.24,291618,293330,+,product=phosphotransferase - putative
LinJ.24,294529,302742,+,product=inositol polyphosphate phosphatase - putative
LinJ.24,304061,306496,+,product=Mitochondrial SSU ribosomal protein - putative
LinJ.24,307870,308583,+,product=hypothetical protein
LinJ.24,309712,310467,+,product=triosephosphate isomerase
LinJ.24,311812,312846,+,product=hypothetical protein - conserved
LinJ.24,313475,314158,+,product=emp24/gp25L/p24 family/GOLD - putative
LinJ.24,315330,315683,+,product=hypothetical protein - conserved
LinJ.24,317486,320995,+,product=DNA polymerase theta (polymerase domain only) - putative
LinJ.24,321851,325429,+,product=hypothetical protein - conserved
LinJ.24,326444,328849,+,product=DNA replication licensing factor MCM5 - putative
LinJ.24,329357,330757,+,product=hypothetical protein - conserved
LinJ.24,331354,334179,+,product=hypothetical protein - conserved
LinJ.24,334973,335320,+,product=Archaic Translocase of outer membrane 14 kDa subunit - putative
LinJ.24,336376,337572,+,product=Rab-GTPase-TBC domain containing protein - putative
LinJ.24,338714,341659,+,product=hypothetical protein - conserved
LinJ.24,342224,344518,+,product=hypothetical protein - conserved
LinJ.24,345884,350617,+,product=hypothetical protein - conserved
LinJ.24,351396,353378,+,product=replication factor C - subunit 1 - putative
LinJ.24,354054,355697,+,product=hypothetical protein - conserved
LinJ.24,356623,357906,+,product=Mnd1 family - putative
LinJ.24,359066,362011,+,product=F-box domain/F-box-like/Kelch motif/Galactose oxidase - central domain containing protein - putative
LinJ.24,362624,363256,+,product=dynein light chain - putative
LinJ.24,364184,366940,+,product=hypothetical protein - conserved
LinJ.24,368509,372330,+,product=SNF2 family protein
LinJ.24,373061,374587,+,product=AKAP7 2'5' RNA ligase-like domain containing protein - putative
LinJ.24,375641,383200,+,product=hypothetical protein - conserved
LinJ.24,384300,385607,+,product=DNAJ domain protein - putative
LinJ.24,387170,388723,+,product=hypothetical protein - conserved
LinJ.24,390084,393344,+,product=pre-mRNA-splicing factor ATP-dependent RNA helicase - putative
LinJ.24,394756,398307,+,product=formin-like protein
LinJ.24,402505,405270,+,product=hypothetical protein - conserved
LinJ.24,406825,409233,+,product=hypothetical protein - conserved
LinJ.24,410641,413607,+,product=actin-interacting protein-like protein
LinJ.24,414553,415515,+,product=hypothetical protein - conserved
LinJ.24,416362,420894,+,product=DNA-directed RNA polymerase - mitochondrial
LinJ.24,421942,425040,+,product=hypothetical protein - conserved
LinJ.24,431228,434761,+,product=hypothetical protein - conserved
LinJ.24,435330,436076,+,product=Surfeit locus protein 6 - putative
LinJ.24,436957,437898,+,product=Inhibitor of apoptosis-promoting Bax1 - putative
LinJ.24,439658,440632,+,product=hypothetical protein - conserved
LinJ.24,441294,441617,+,product=translation factor sui1 - putative
LinJ.24,444747,446378,+,product=RNA-binding protein 38 - putative
LinJ.24,448394,450682,+,product=hypothetical protein - conserved
LinJ.24,451621,453447,+,product=hypothetical protein - conserved
LinJ.24,455165,455725,+,product=amastin-like surface protein-like protein
LinJ.24,458630,459148,+,product=amastin-like surface protein-like protein
LinJ.24,461113,461637,+,product=amastin-like surface protein-like protein
LinJ.24,465620,466180,+,product=amastin-like surface protein-like protein
LinJ.24,470204,474379,+,product=WASH complex subunit 7 - N-terminal/WASH complex subunit 7/WASH complex subunit 7 - C-terminal - putative
LinJ.24,475611,478037,+,product=DNAJ-domain protein - putative
LinJ.24,482766,483530,+,product=hypothetical protein - conserved
LinJ.24,483917,484510,+,product=cyclophilin 8 - putative
LinJ.24,485062,485394,+,product=Transport protein particle (TRAPP) component - putative
LinJ.24,485685,485942,+,product=hypothetical protein - conserved
LinJ.24,486380,489055,+,product=translation initiation factor IF-2 - putative
LinJ.24,489557,492223,+,product=IQ calmodulin-binding motif containing protein - putative
LinJ.24,493921,496635,+,product=High-temperature-induced dauer-formation protein/Dyggve-Melchior-Clausen syndrome protein - putative
LinJ.24,497655,498122,+,product=Zinc finger - C3HC4 type (RING finger) containing protein - putative
LinJ.24,499701,501311,+,product=histone deacetylase - putative
LinJ.24,503499,504686,+,product=Zinc finger - C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/EF-hand domain pair/EF-hand domain/EF hand/Secreted protein acidic and rich in cysteine Ca binding region containing protein - putative
LinJ.24,506808,507812,+,product=Zinc finger - C3HC4 type (RING finger)/zinc-RING finger domain/EF-hand domain pair/EF-hand domain/EF hand/Secreted protein acidic and rich in cysteine Ca binding region containing protein - putative
LinJ.24,509686,510288,+,product=hypothetical protein - conserved
LinJ.24,512314,515181,+,product=hypothetical protein - conserved
LinJ.24,516224,520333,+,product=mismatch repair protein - putative
LinJ.24,522374,532198,+,product=kinesin - putative
LinJ.24,532876,535617,+,product=hypothetical protein - conserved
LinJ.24,540100,541713,+,product=HpcH/HpaI aldolase/citrate lyase family - putative
LinJ.24,542524,544332,+,product=NPK1-related protein kinase-like
LinJ.24,546630,556748,+,product=multi drug resistance protein-like??
LinJ.24,558027,560465,+,product=hypothetical protein - conserved
LinJ.24,561695,570457,+,product=hypothetical protein - conserved
LinJ.24,573140,575032,+,product=hypothetical protein - conserved
LinJ.24,575472,576776,+,product=WD domain - G-beta repeat - putative
LinJ.24,578085,578597,+,product=translationally controlled tumor protein (TCTP) - putative
LinJ.24,580077,580589,+,product=translationally controlled tumor protein (TCTP) - putative
LinJ.24,582318,585773,+,product=SAP domain/ERCC4 domain containing protein - putative
LinJ.24,588280,593307,+,product=ATP-dependent DEAD/H DNA helicase recQ - putative
LinJ.24,594249,594749,+,product=adaptor complex AP-3 small subunit - putative
LinJ.24,595418,598279,+,product=hypothetical protein - conserved
LinJ.24,599075,600877,+,product=hypothetical protein - conserved
LinJ.24,611389,613470,+,product=RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain)/RNA recognition motif (a.k.a. RRM - RBD - or RNP domain) - putative
LinJ.24,622724,623914,+,product=UBA/TS-N domain containing protein - putative
LinJ.24,624754,626424,+,product=hypothetical protein - conserved
LinJ.24,627554,627748,+,product=hypothetical protein - conserved
LinJ.24,629074,629433,+,product=ring-box protein - putative
LinJ.24,630545,631606,+,product=hypothetical protein - conserved
LinJ.24,634797,636620,+,product=Succinate dehydrogenase [ubiquinone] flavoprotein subunit - mitochondrial
LinJ.24,640974,642713,+,product=NAD dependent epimerase/dehydratase family/Male sterility protein - putative
LinJ.24,647746,649353,-,product=hypothetical protein - conserved
LinJ.24,652348,653172,-,product=hypothetical protein - conserved
LinJ.24,653752,655089,-,product=Ssl1-like - putative
LinJ.24,656329,657468,-,product=SET domain containing protein - putative
LinJ.24,658284,659693,-,product=hypothetical protein - conserved
LinJ.24,661292,661870,-,product=ubiquitin-conjugating enzyme E2 - putative
LinJ.24,663874,666384,-,product=cell division cycle protein 20 - putative
LinJ.24,669959,674302,-,product=calcium/calmodulin-dependent protein kinase - putative
LinJ.24,675323,676495,-,product=Aminomethyltransferase folate-binding domain/Glycine cleavage T-protein C-terminal barrel domain containing protein - putative
LinJ.24,677325,679541,-,product=SET domain containing protein - putative
LinJ.24,680437,681249,-,product=hypothetical protein - conserved
LinJ.24,682870,683223,-,product=inhibitor of cysteine peptidase
LinJ.24,684998,688948,-,product=fatty acid transporter protein-like protein
LinJ.24,692551,693288,-,product=RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain)/RNA recognition motif (a.k.a. RRM - RBD - or RNP domain) - putative
LinJ.24,694435,694755,-,product=hypothetical protein - conserved
LinJ.24,695370,696692,-,product=beta-ketoacyl-ACP reductase 2 - putative
LinJ.24,697758,699281,-,product=short chain dehydrogenase/reductase - putative
LinJ.24,700168,700890,-,product=hypothetical protein - conserved
LinJ.24,701446,702282,-,product=lysophospholipase - putative
LinJ.24,703338,704579,-,product=hypothetical protein - conserved
LinJ.24,706692,708302,-,product=hypothetical protein - conserved
LinJ.24,709853,713713,-,product=hypothetical protein - conserved
LinJ.24,718948,721749,-,product=cyclin 11 - putative
LinJ.24,732200,734176,-,product=cyclin 10
LinJ.24,736232,738718,-,product=WD domain - G-beta repeat/PFU (PLAA family ubiquitin binding) - putative
LinJ.24,739235,740692,-,product=hypothetical protein - conserved
LinJ.24,741197,741562,-,product=hypothetical protein - conserved
LinJ.24,742078,743649,-,product=hypothetical protein - conserved
LinJ.24,744716,746851,-,product=hypothetical protein - conserved
LinJ.24,748500,749600,-,product=hypothetical protein - conserved
LinJ.24,750450,752825,-,product=hypothetical protein - conserved
LinJ.24,753384,755918,-,product=hypothetical protein - conserved
LinJ.24,757303,759573,-,product=hypothetical protein - conserved
LinJ.24,760947,761747,-,product=STOP axonemal protein - putative
LinJ.24,762686,763744,-,product=hypothetical protein - conserved
LinJ.24,764140,765909,-,product=Phosphorylated CTD interacting factor 1 WW domain containing protein - putative
LinJ.24,766383,769652,-,product=phosphatidylinositol 3-kinase - putative
LinJ.24,770573,774910,-,product=tubulin folding cofactor D - putative
LinJ.24,776266,777045,-,product=3-oxoacyl-(acyl-carrier protein) reductase - putative
LinJ.24,778108,778374,-,product=BolA-like protein - putative
LinJ.24,779378,779893,-,product=Opioid growth factor receptor (OGFr) conserved region - putative
LinJ.24,781060,781491,-,product=60S ribosomal protein L26 - putative
LinJ.24,783660,785675,-,product=transketolase
LinJ.24,787298,787960,-,product=40S ribosomal protein S8 - putative
LinJ.24,788873,789535,-,product=40S ribosomal protein S8 - putative
LinJ.24,790397,791533,-,product=Kelch motif/Galactose oxidase - central domain containing protein - putative
LinJ.24,792290,793222,-,product=hypothetical protein - conserved
LinJ.24,796475,797980,-,product=3-hydroxy-3-methylglutaryl-CoA synthase - putative
LinJ.24,798730,802326,-,product=hypothetical protein - conserved
LinJ.24,803743,804210,-,product=ubiquitin-conjugating enzyme E2 - putative
LinJ.24,805481,806461,-,product=Ubiquitin-conjugating enzyme - putative
LinJ.24,811298,811735,-,product=hypothetical protein - conserved
LinJ.24,815042,816046,-,product=Glycerophosphoryl diester phosphodiesterase family - putative
LinJ.24,817426,820476,-,product=Protein of unknown function N-terminal domain (DUF2450)/Protein of unknown function C-terminus (DUF2451) - putative
LinJ.24,821205,825521,-,product=Trypanosome basal body component protein
LinJ.24,826319,827062,-,product=hypothetical protein - conserved
LinJ.24,827740,828480,-,product=Pentatricopeptide repeat domain containing protein - putative
LinJ.24,831815,832309,-,product=60S ribosomal protein L12 - putative
LinJ.24,833048,834241,-,product=hypothetical protein - conserved
LinJ.24,836753,837280,-,product=hypothetical protein - conserved
LinJ.24,838123,839253,-,product=Cobalamin adenosyltransferase - putative
LinJ.24,841585,842880,-,product=fatty-acid desaturase - putative
LinJ.24,843467,845035,-,product=notchless homolog - putative
LinJ.24,845714,846535,-,product=zinc-finger multi-pass transmembrane protein
LinJ.24,847471,849912,-,product=TFIIH basal transcription factor complex helicase subunit - putative
LinJ.24,850629,852863,-,product=cullin-like protein-like protein
LinJ.24,853627,854337,-,product=hypothetical protein - conserved
LinJ.24,854749,855240,-,product=hypothetical protein - conserved
LinJ.24,855942,856994,-,product=mitogen-activated protein kinase
LinJ.24,857846,858622,-,product=hypothetical protein - conserved
LinJ.25,3927,5231,-,product=beta galactofuranosyl transferase
LinJ.25,5871,6554,-,product=n-terminal acetyltransferase complex ard1 subunit homolog - putative
